period,expected_portfolio_return,realized_portfolio_return,objective,is_robust,n_assets,sum_w
2025-06-23,0.5933363437652588,0.0052046775817871,0.4939433438406323,1,30,1.0
2025-06-25,0.189266100525856,0.0043975091539323,0.13340305423489981,1,30,1.0
2025-06-27,0.3483615219593048,0.1414151489734649,0.2783248673313239,1,30,1.0
2025-07-01,0.09885097721156204,0.0025913395240520476,0.06543831513265964,1,30,1.0
2025-07-03,0.2489858716726303,0.0032136503141373,0.1636714171321312,1,30,1.0
2025-07-08,0.1624913066625595,0.0130519904196262,0.07365705453400148,1,30,1.0
2025-07-10,0.13919901011657992,0.004618028666496335,0.10016156877722535,1,30,0.9999999999999999
2025-07-14,0.13514310120849743,-0.015212318792022478,0.08298320784926219,1,30,1.0
2025-07-16,0.31996423591982814,-0.0026497949063272463,0.24554285176689342,1,30,1.0
2025-07-18,0.09346378095278626,0.008468409942914054,0.053933225921106054,1,30,1.0
2025-07-22,0.027981958474966703,0.011029460813394194,0.0044903693333732805,1,30,1.0
2025-07-24,0.16757417099269672,-0.019726221956961464,0.11750448619310522,1,30,1.0
2025-07-28,0.13720830479693158,0.005822487341492247,0.09077999394998892,1,30,1.0
2025-07-30,0.11460513377090971,-0.0019001309659790605,0.0540151890787093,1,30,1.0
2025-08-01,0.040087945779584765,-0.005372594465227006,0.0205748593495185,1,30,1.0
2025-08-05,0.06205828067158514,0.006179942149487893,0.023305392291711916,1,30,0.9999999999999999
2025-08-07,0.12112119532395242,-0.0049453718774760316,0.08896900573822909,1,30,1.0000000000000002
2025-08-11,0.3170425593852997,0.0058815777301788,0.23368579616709437,1,30,1.0
2025-08-13,0.11071073145702408,0.01998680603425464,0.057601215367305114,1,30,1.0
2025-08-15,0.1046620458364486,0.0381290800869464,0.05418571422993573,1,30,1.0
2025-08-19,0.1995043009519577,0.0124012948945164,0.11103795442366951,1,30,1.0
2025-08-21,0.18402801010436742,-0.001387429409414382,0.15834693589314766,1,30,0.9999999999999999
2025-08-25,0.3501860201358795,-0.0026377933099865,0.2933501127662874,1,30,1.0
2025-08-27,0.19944006647033147,0.012618268632170769,0.1136838921040192,1,30,1.0
2025-08-29,0.10986772048983441,0.00480169457399887,0.05826887116499152,1,30,1.0
2025-09-03,0.09086587300123404,-0.006573729576929618,0.04940970688112912,1,30,1.0
2025-09-05,0.232864360770566,0.009087365890163446,0.2040155305722104,1,30,1.0
2025-09-09,0.2986045479774475,-0.0016352827660739,0.18649647041028422,1,30,1.0
2025-09-11,0.2454275207093437,0.010590974867182768,0.2038700197302576,1,30,0.9999999999999999
2025-09-15,0.2628182172775268,0.0013232432538643,0.2283816815315906,1,30,1.0
2025-09-17,0.015523666552988723,0.009844444172743435,-0.003768945496541219,1,30,0.9999999999999999
2025-09-19,0.0417905376382811,0.0033907588410019025,0.022276414133394148,1,30,1.0
2025-09-23,0.1626448333263397,-0.0054876725189387,0.11321401716849709,1,30,1.0
2025-09-25,0.09304541918250869,0.001097547859244749,0.06390473540665054,1,30,1.0
2025-09-29,0.1986753046512603,-0.0080550638958811,0.16235153215346482,1,30,1.0
2025-10-01,0.3001688718795776,0.0086506204679608,0.19820179582428327,1,30,1.0
2025-10-03,0.7314165830612183,0.0181537475436925,0.6227280334653523,1,30,1.0
2025-10-07,0.022780410340761434,0.0023566020440075517,0.00884603876902987,1,30,0.9999999999999999
2025-10-09,0.07213620554470246,-0.0032144829363026095,0.05221977425727498,1,30,1.0
2025-10-13,0.09752324077265885,0.010900523132868942,0.0698098175920792,1,30,1.0
2025-10-15,0.16166835382102263,0.014175390800280512,0.11590439209290605,1,30,1.0
2025-10-17,0.3157663643360138,0.0046038855798542,0.23001782765375303,1,30,1.0
2025-10-21,0.10036504094490764,0.0013607586794989292,0.057340726031084005,1,30,1.0
2025-10-23,0.284097284078598,0.0330344811081886,0.19576398355502825,1,30,1.0
2025-10-27,0.4702970683574676,0.0095542911440134,0.3417970525618557,1,30,1.0
2025-10-29,0.5255936980247498,-0.004585470072925,0.4221968148079759,1,30,1.0
2025-10-31,0.013435232385259881,-0.006769598330232204,0.002969965293823947,1,30,1.0
2025-11-04,0.10716135029551414,-0.025416634473364688,0.06427305699907142,1,30,1.0
2025-11-06,0.10367054497841793,0.003263024187366196,0.04421557664993742,1,30,1.0
2025-11-10,0.2091641128063202,0.0083573134616017,0.09710995007325886,1,30,1.0
2025-11-12,0.0739937024899609,0.006733251763408872,0.049935066434778595,1,30,0.9999999999999999
2025-11-14,0.004727380836318586,-0.006405822921604709,-0.0031209974465368916,1,30,1.0
2025-11-18,0.2343848794698715,-0.0141285248100757,0.21092199215911484,1,30,1.0
2025-11-20,0.009799603017742319,0.00304052493153701,0.002758476424051376,1,30,1.0
2025-11-24,0.03533493999420782,-0.002687621304255016,0.010474972436573084,1,30,1.0
2025-11-26,0.04616269692648933,0.007949114881618013,0.031774386554719966,1,30,1.0
