period,expected_portfolio_return,realized_portfolio_return,objective,is_robust,n_assets,sum_w
2025-01-08,0.1121017762311159,0.013166580427756362,0.11157400132089512,0,30,1.0
2025-01-13,0.0802176222205162,-0.0083486642688512,0.07128699849514357,0,30,1.0
2025-01-15,0.1635960787534713,0.0267229955643415,0.15416742519390766,0,30,1.0
2025-01-17,0.2412154972553253,0.0127053279429674,0.23482212057149568,0,30,1.0
2025-01-22,0.035638652741909,0.0311213117092847,0.031564815686622526,0,30,1.0
2025-01-24,0.0640413016080856,-0.0023103423882275,0.05910168733708034,0,30,1.0
2025-01-28,0.1290979385375976,-0.0011299051111564,0.12462005890180519,0,30,1.0
2025-01-30,0.06832144727997878,0.0027188708370687593,0.06480818609936576,0,30,1.0
2025-02-03,0.1841921806335449,0.0072344369255006,0.18129122835407505,0,30,1.0
2025-02-05,0.0897182747721672,-0.0103940535336732,0.08292570859131014,0,30,1.0
2025-02-07,0.1515021324157714,-0.0145532079041004,0.13506322898644071,0,30,1.0
2025-02-11,0.002338766665300454,0.0019250800017845302,0.00010420182800877544,0,30,0.9999999999999999
2025-02-13,0.2001767605543136,0.007141554262489,0.19363218687928968,0,30,1.0
2025-02-18,0.0220753938031329,0.06519219010966051,0.013809146914406082,0,30,0.9999999999999999
2025-02-20,0.0539676435291767,-0.0456081479787826,0.04966088699997587,0,30,1.0
2025-02-24,0.0741316899657249,0.0172084718942642,0.06763312390866903,0,30,1.0
2025-02-26,0.0809650793671608,-0.0082167740911245,0.07736657783336912,0,30,1.0
2025-02-28,0.13631875130266388,-0.003936483851267953,0.13106554199583567,0,30,0.9999999999999999
2025-03-04,0.1374756246805191,-0.0197110492736101,0.09359463285416628,1,30,1.0
2025-03-06,0.07657263015034355,-0.007451227675419184,0.04825410232171857,1,30,1.0
2025-03-10,0.0735400515509413,-0.034693259301002796,0.04652696004279429,1,30,1.0
2025-03-12,0.07682212638785868,0.00461946807785784,0.04555413759535491,1,30,1.0
2025-03-14,0.235755369067192,0.0100089265033602,0.20027654159670766,1,30,1.0
2025-03-18,0.12479661786204355,-0.01745727743147616,0.0840255602236995,1,30,1.0
2025-03-20,0.1462508837530056,-0.021668143627470854,0.12343412677931205,1,30,1.0
2025-03-24,0.10434175582517666,0.004307108596863875,0.08296573576040905,1,30,1.0
2025-03-26,0.4168263077735901,-0.022374490275979,0.3750693706584294,1,30,1.0
2025-03-28,0.056669556034443805,-0.01845377481538672,0.03342648806759202,1,30,1.0
2025-04-01,0.3086246848106384,-0.0294927489012479,0.22427840104942423,1,30,1.0
2025-04-03,0.2874673902988434,0.0202664341777563,0.19250014565600196,1,30,1.0
2025-04-07,0.0749867795442573,-0.019275700411466097,0.05348753661149513,1,30,1.0
2025-04-09,0.1411783713316865,0.10183431042962529,0.10194060298830142,1,30,1.0
2025-04-11,0.28702965600513547,0.00721092739938884,0.24719202726270922,1,30,1.0
2025-04-15,0.08158515303808511,-0.012995466856199329,0.04439336167863771,1,30,1.0
2025-04-17,0.307513564825058,0.0010053819278255,0.2625075713891504,1,30,1.0
2025-04-22,0.1864325553178787,0.0330071225762367,0.15904557642979827,1,30,1.0
2025-04-24,0.2984782755374908,0.0427821725606918,0.20110812230764158,1,30,1.0
2025-04-28,0.07618909152962415,0.006253447496196133,0.03711429260837463,1,30,1.0
2025-04-30,0.19156284635295281,0.019243823794870482,0.1546895040298139,1,30,1.0
2025-05-02,0.07639604258762253,0.028879974678223952,0.03933993504587684,1,30,1.0
2025-05-06,0.2636922895908355,-0.0026851419825106,0.18634777328724986,1,30,1.0
2025-05-08,0.07303605830784074,-0.0004996109336757228,0.043706621970554346,1,30,1.0
2025-05-12,0.1128643362534642,0.04326419599002159,0.05491590497081767,1,30,1.0
2025-05-14,0.2954820990562439,-0.0471956469118595,0.19707493432682202,1,30,1.0
2025-05-16,0.1424039006233215,-0.0020385298412293,0.06015873855064557,1,30,1.0
2025-05-20,0.05312400618526569,-0.0007229738324348605,0.024311651671201574,1,30,1.0
2025-05-22,0.2607419192790985,0.0220949053764343,0.19394366967751214,1,30,1.0
2025-05-27,0.02635153756741759,0.007047768428341965,0.01141012710399438,1,30,1.0
2025-05-29,0.4152232603576711,0.015415423864265965,0.3179501377251116,1,30,1.0
2025-06-02,0.15079238726608205,0.002939305668115023,0.09090999793071082,1,30,1.0
2025-06-04,0.12124334933674359,-0.004245018957831297,0.08482903891318469,1,30,1.0
2025-06-06,0.23658701071069826,0.001311928339974705,0.19371595197324382,1,30,1.0
2025-06-10,0.19856388967299504,0.0010261795958536532,0.1539178105851665,1,30,1.0
2025-06-12,0.3199641704559326,0.0252452790737152,0.24969016279293385,1,30,1.0
2025-06-16,0.09528607057868445,0.01028125271835138,0.060377587430621764,1,30,1.0
2025-06-18,0.27879455844812,-0.011805785430337149,0.21363872463041136,1,30,1.0
