t0,t1,asset,weight,expected_portfolio_return,realized_portfolio_return,objective,is_robust
2023-03-07,2023-03-14,dow30:HD,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:HON,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:IBM,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:INTC,1.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:JPM,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:KO,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:MCD,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:MMM,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:MRK,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:MSFT,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:NKE,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:PFE,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:PG,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:RTX,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:TRV,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:UNH,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:V,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:VZ,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-07,2023-03-14,dow30:WMT,0.0,0.45444488525390625,0.07523461576002757,0.31138988703317805,0
2023-03-14,2023-03-21,dow30:AAPL,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:AMGN,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:AXP,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:BA,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:CAT,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:CRM,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:CSCO,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:CVX,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:DIS,0.8432898944748468,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:DOW,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:GS,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:HD,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:HON,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:IBM,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:INTC,0.1567101055251532,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:JPM,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:KO,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:MCD,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:MMM,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:MRK,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:MSFT,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:NKE,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:PFE,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:PG,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:RTX,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:TRV,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:UNH,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:V,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:VZ,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-14,2023-03-21,dow30:WMT,0.0,0.2783301621898364,0.030872922043366655,0.13680247172581053,0
2023-03-21,2023-03-28,dow30:AAPL,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:AMGN,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:AXP,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:BA,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:CAT,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:CRM,1.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:CSCO,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:CVX,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:DIS,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:DOW,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:GS,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:HD,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:HON,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:IBM,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:INTC,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:JPM,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:KO,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:MCD,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:MMM,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:MRK,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:MSFT,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:NKE,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:PFE,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:PG,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:RTX,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:TRV,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:UNH,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:V,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:VZ,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-21,2023-03-28,dow30:WMT,0.0,0.3470419943332672,0.030571769576275516,0.16795095983021477,0
2023-03-28,2023-04-04,dow30:AAPL,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:AMGN,1.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:AXP,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:BA,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:CAT,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:CRM,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:CSCO,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:CVX,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:DIS,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:DOW,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:GS,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:HD,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:HON,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:IBM,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:INTC,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:JPM,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:KO,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:MCD,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:MMM,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:MRK,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:MSFT,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:NKE,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:PFE,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:PG,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:RTX,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:TRV,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:UNH,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:V,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:VZ,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-03-28,2023-04-04,dow30:WMT,0.0,0.5096765160560608,0.02661026881689867,0.424807450832475,0
2023-04-04,2023-04-12,dow30:AAPL,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:AMGN,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:AXP,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:BA,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:CAT,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:CRM,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:CSCO,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:CVX,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:DIS,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:DOW,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:GS,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:HD,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:HON,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:IBM,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:INTC,1.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:JPM,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:KO,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:MCD,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:MMM,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:MRK,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:MSFT,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:NKE,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:PFE,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:PG,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:RTX,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:TRV,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:UNH,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:V,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:VZ,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-04,2023-04-12,dow30:WMT,0.0,0.745646059513092,-0.024982038240526333,0.6006448690295272,0
2023-04-12,2023-04-19,dow30:AAPL,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:AMGN,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:AXP,1.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:BA,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:CAT,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:CRM,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:CSCO,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:CVX,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:DIS,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:DOW,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:GS,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:HD,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:HON,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:IBM,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:INTC,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:JPM,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:KO,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:MCD,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:MMM,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:MRK,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:MSFT,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:NKE,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:PFE,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:PG,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:RTX,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:TRV,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:UNH,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:V,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:VZ,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-12,2023-04-19,dow30:WMT,0.0,0.41437509655952454,0.016195744347235447,0.2933156998983758,0
2023-04-19,2023-04-26,dow30:AAPL,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:AMGN,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:AXP,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:BA,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:CAT,0.5600965804797198,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:CRM,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:CSCO,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:CVX,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:DIS,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:DOW,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:GS,0.0,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
2023-04-19,2023-04-26,dow30:HD,0.43990341952028034,0.30352050509580364,-0.028251189866780428,0.20441528213299004,0
