t0,t1,asset,weight,expected_portfolio_return x1000,realized_portfolio_return x1000,objective,is_robust
2023-02-21,2023-02-28,commodities:GC=F,0.0,23,-32,-0.09995375068917191,0
2023-02-21,2023-02-28,commodities:HG=F,0.0,23,-32,-0.09995375068917191,0
2023-02-21,2023-02-28,commodities:SI=F,1.0,23,-32,-0.09995375068917191,0
2023-02-28,2023-03-07,commodities:GC=F,1.0,215,-13,0.1551580235338188,0
2023-02-28,2023-03-07,commodities:HG=F,0.0,215,-13,0.1551580235338188,0
2023-02-28,2023-03-07,commodities:SI=F,0.0,215,-13,0.1551580235338188,0
2023-03-07,2023-03-14,commodities:GC=F,0.8620000946987261,-21,42,-0.08164075059254342,0
2023-03-07,2023-03-14,commodities:HG=F,0.13799990530127398,-21,42,-0.08164075059254342,0
2023-03-07,2023-03-14,commodities:SI=F,0.0,-21,42,-0.08164075059254342,0
2023-03-14,2023-03-21,commodities:GC=F,0.0,1028,24,0.9000130201371531,0
2023-03-14,2023-03-21,commodities:HG=F,0.0,1028,24,0.9000130201371531,0
2023-03-14,2023-03-21,commodities:SI=F,1.0,1028,24,0.9000130201371531,0
2023-03-21,2023-03-28,commodities:GC=F,0.0,175,10,0.08302238875223451,0
2023-03-21,2023-03-28,commodities:HG=F,1.0,175,10,0.08302238875223451,0
2023-03-21,2023-03-28,commodities:SI=F,0.0,175,10,0.08302238875223451,0
2023-03-28,2023-04-04,commodities:GC=F,0.0,847,-32,0.7544678860909368,0
2023-03-28,2023-04-04,commodities:HG=F,1.0,847,-32,0.7544678860909368,0
2023-03-28,2023-04-04,commodities:SI=F,0.0,847,-32,0.7544678860909368,0
2023-04-04,2023-04-12,commodities:GC=F,0.0,747,17,0.6180891003065381,0
2023-04-04,2023-04-12,commodities:HG=F,0.0,747,17,0.6180891003065381,0
2023-04-04,2023-04-12,commodities:SI=F,1.0,747,17,0.6180891003065381,0
2023-04-12,2023-04-19,commodities:GC=F,0.0,230,-12,0.13685024905316065,0
2023-04-12,2023-04-19,commodities:HG=F,1.0,230,-12,0.13685024905316065,0
2023-04-12,2023-04-19,commodities:SI=F,0.0,230,-12,0.13685024905316065,0
