Date,crypto:BTC-USD,crypto:ETH-USD,crypto:SOL-USD,commodities:GC=F,commodities:HG=F,commodities:SI=F,bonds:EMB,bonds:HYG,bonds:IEF,bonds:LQD,bonds:SHY,bonds:TIP,bonds:TLT
2022-01-05,-0.06420522311867384,-0.05772940882347459,-0.09348000609267897,0.01390748197996365,-0.0022678836355987425,0.015672880624149493,-0.010145796089751075,-0.010286292617681074,-0.004750791395966304,-0.005046868787274346,-0.0007026622422604529,-0.011981539545979678,-0.009609606095703481
2022-01-07,-0.04725828595396499,-0.10602978005929926,-0.1284559426665697,-0.015242163747313674,-0.0003406482506285061,-0.03320173841739323,-0.0029038870716574213,-0.0024428037345089826,-0.005748887123864844,-0.005611663487879639,-0.0010540624877211412,-0.005530180237827161,-0.004629016545126819
2022-01-11,0.027950582409947803,0.013963490697386753,0.02734240182897027,0.011948353083606698,0.003966667940739463,0.01823062289338595,-0.001314813915360006,0.005458496817308459,0.0021266889752379918,0.00207930327897381,-0.00023467857265332,0.00820520924479829,0.009096798784732796
2022-01-13,-0.0033819207001581867,0.0031379532789097366,0.04072059055728757,0.0014286367824984491,0.025351767426905338,0.015187121056961551,-0.005464316431558334,-0.001971077838684121,0.0033579020470283273,0.002458590393510362,0.0001174470642006189,-0.006226502074406415,0.005002982144072762
2022-01-18,-0.0050828544888063786,-0.026283267533339153,-0.03075968637666799,-0.004898813894231101,-0.035469485860130795,0.0142362862174374,-0.018111006437958575,-0.005818729856181624,-0.01448356487346851,-0.018432874729656833,-0.0028184965092100858,-0.00929370576713331,-0.029399352094755925
2022-01-20,-0.04082665353847439,-0.05285940618386488,-0.10711351017373091,0.016526561308058647,0.0447994519492713,0.050801450729963255,0.010239824065655516,-0.0028055964713897138,0.0045542716314724225,0.0010157408467519108,0.00023490861485124333,-0.0008785064074477691,0.01304825626584604
2022-01-24,-0.1042153308672063,-0.20684317933024804,-0.3278234527805804,-0.0004343134744608853,-0.038648401456785234,-0.03777302875504846,-0.0014293213647873556,-0.0009372127666100418,0.004887782372584598,0.0034299131093364402,0.001410314287408195,0.008510386649932056,0.0035858953235769807
2022-01-26,0.005381662377385616,0.011277960305066892,0.006393939118696506,-0.006427697713642553,0.022790778582227163,0.0005041439722677676,-0.0037253418719191333,-0.006347174923992459,-0.008458131085186829,-0.009618088609813386,-0.0022337483533369784,-0.008110635301694974,-0.013783417064902638
2022-01-28,0.02498134298120081,0.03153196002184324,-0.01008064395921017,-0.02489892896181396,-0.0457644299806739,-0.06530325915590508,0.008766008899580346,-0.0015337993531129982,0.00650576162982222,0.0033728125697942775,-0.00047025958405343766,0.0075560791899063045,0.018546189539174807
2022-02-01,0.025062631851081534,0.09184782424510994,0.18599723164465432,0.008590939872218019,0.028861354896443578,0.013096566579913121,0.0023122847518731466,0.004197817535505906,-0.0013524269715099592,0.0021310070881166614,-8.265243833960446e-05,-0.0038414490613947784,-0.008508763523796405
2022-02-03,-0.041869524127131345,-0.041295874484832885,-0.08063411751640205,0.0014985994175249627,0.008431258054995392,-0.009828665014731917,-0.004093141553932776,-0.00746324168483304,-0.0022285541464245086,-0.008017678836572872,-0.0005890964440358873,-0.005201675070362879,-0.0044556168147636965
2022-02-07,0.16546551920082814,0.15950505651169053,0.1455496444276413,0.009714159457971766,-0.0011199906230584993,0.03084886149109282,-0.005930573046131584,-0.004647807491243476,-0.007434108046974524,-0.008162158601677747,-0.0017688667408795014,-0.006197811581634823,-0.014204304127048852
2022-02-09,0.011306922647335758,0.030396394166670795,-0.028836370579043452,0.007987337107384218,0.030679946478451122,0.011204125875735986,0.0009589290455697202,0.00417202359310108,-0.0018899035504163397,-0.00039769502643305826,-0.0011807140861014793,0.000645896357982177,-0.004828660372778571
2022-02-11,-0.04452451983656078,-0.10129669681679163,-0.16805018728665044,0.003046845477973976,-0.02097709999426105,0.0012846894624816447,-0.01906291363616486,-0.016794712192175584,0.0010804706845997372,-0.00630823367575099,-0.002011498615346891,0.0008870618968362454,-0.0013007465268893078
2022-02-15,0.04984217075946303,0.0827335428380298,0.08443477978537181,0.007576613595935569,0.005865063743868514,-0.001199035720459999,0.0075912575866568235,0.0,-0.00994698311558728,-0.01395448988309856,-0.0017773657405189412,-0.006794497870744952,-0.0239376431240771
2022-02-17,-0.094937625769003,-0.0985378567516343,-0.11575007742861154,0.024445313824659864,-0.0014353819796941256,0.022707118412057557,-0.0017467834340728146,0.001329680036553279,0.007424480430341356,0.002190593786896368,0.0018957173853935826,0.004211629698051737,0.013320476800885456
2022-02-22,-0.057155086585241335,-0.08779125060426043,-0.07725877179149124,0.002837043259399191,-0.00332039396312628,0.018138933028500295,-0.012312940006367809,-0.0008458399562973302,0.003151903266230459,0.0011342185551288968,-0.0008289596746093466,0.006364364139710632,0.013072818818085004
2022-02-24,0.0012159453361294858,-0.01574571111905222,0.031077992594855042,0.00991864481596607,-0.012494636285728103,0.015307357989623792,-0.027109709492776256,0.00530569864278558,-0.002881519016281464,-0.004381305124595565,0.00023757085896977114,0.004806934965836609,-0.013218695193440102
2022-02-28,0.11938291764812373,0.11654224721765064,0.10953996361624214,-0.013439842080190478,-0.002135198145487151,-0.013252819292254771,0.0022202157709155295,0.0063548065414674205,0.011031026855270873,0.014690640972774303,0.0017749493126320646,0.016330419462058685,0.022412621647398184
2022-03-02,0.01677966439711761,0.010535300343088312,0.011283407078133995,0.01125577924014834,0.046381932583494975,0.033185690706871024,-0.017698480563768968,-0.00039590171469472857,-0.005451109067481105,-0.01190599101423999,-0.0010061611164475528,0.0006221682778369352,-0.023285116537351526
2022-03-04,-0.11537975421764876,-0.1197570736691906,-0.13151739424161857,0.02274928326732841,0.057086805184361655,0.023507371926696906,-0.02608113156478315,-0.009525452731993216,0.014170508235570796,0.004621127552699985,0.0010654651364892134,0.006434050125872912,0.027250656349147966
2022-03-08,-0.010281607878497636,-0.015560266791656402,-0.07030686520407464,0.0374556921076981,-0.04746721912995737,0.04200355054136066,0.0008451228831051399,-0.012311925096852631,-0.01076568875564083,-0.01820076906659313,-0.0026059786612378745,0.010194354797976814,-0.01776981405072446
2022-03-10,0.017913976213328082,0.012074305259957539,0.008285176429534153,-0.020802097490144434,-0.012200528276218032,-0.025844377662891604,0.011132349235709943,-0.00012242784110759691,-0.010792671902224684,-0.009767092805405109,-0.0014240041000258676,-0.01215147646641642,-0.024318696186127278
2022-03-14,0.005797253948570312,-0.006675689899719955,-0.02151957955484277,-0.01945635848172512,-0.028617078804019983,-0.037247247749112075,-0.009865953646171233,-0.019196981087496585,-0.013015003527379864,-0.014999780749099408,-0.0029737418628936634,-0.004083412485045421,-0.020284791896649865
2022-03-16,0.03656299577602223,0.06766257913713057,0.07965418323193144,-0.02668478529749085,0.016592878798040993,-0.023000549536775956,0.026232431999155047,0.02140258478168644,-0.0018334588220206378,0.016329869450489386,-0.0005956265328359851,-0.013308324164828533,0.008012473055914938
2022-03-18,0.01584760109714219,0.06063612292388275,0.021589293792738214,0.010531326898883775,0.030586791744905674,0.015485486958077386,0.0022579003927200654,0.010107819574600841,0.0010088616724479628,0.011726020313577784,-0.0005961866276562863,0.010471129196852978,0.004657522504856057
2022-03-22,0.013252393968552913,0.009390356217484066,0.0076628117969674845,-0.003897222418356321,-0.008811584165962996,-0.006808199083822801,-0.019460141688836138,-0.00644293761395769,-0.018600511888464,-0.016388569683750374,-0.004063110840927502,-0.013506063242520287,-0.03632355978442137
2022-03-24,0.0371249720564172,0.04438374349878261,0.12167033390827808,0.02107077680713853,0.008494415253720876,0.03997773246883132,0.004796198256077339,-0.0010978110478474267,0.0011201265548896739,0.003249410643946365,0.0005989219378585477,0.006298949414055901,0.013814621503183558
2022-03-28,0.06956602044899027,0.07096328609502943,0.04065520577513033,-0.011278700651864258,-0.0031769307632432057,-0.028351770577521335,0.007359042052242472,-0.0009776199963919634,-0.008056151722092954,-0.0024150303757735905,-0.00371750016382154,-0.007980173053856654,-0.005456627938965408
2022-03-30,-0.0013873954955399693,0.014437898980799413,0.12548517305557144,-0.0031499215966817747,0.005394802311093354,-0.0029037969619122787,0.010477489257813636,0.009244649044480536,0.008895604342478752,0.010698676574902513,0.0012011202469680677,0.0012812927564095106,0.01529557065943212
2022-04-01,-0.016734555532565518,0.018843869207042112,0.10774673264241334,-0.0074755186447710694,-0.012099523673465219,-0.018535074185177063,0.0025964916034191448,-0.003711962275855755,-0.004670179516994195,0.0010378326769290918,-0.0020913028448428014,-0.008731417683468221,0.006225067355180296
2022-04-05,-0.015803269157386786,-0.011006631595573562,-0.057948858451654185,0.0019781624504412584,0.02290700391458659,-0.004636995099636162,-0.012354606992971227,-0.005506409159402101,-0.012644104177846836,-0.014222331695768675,-0.0012029117124296395,-0.007993476414850629,-0.029825448831423927
2022-04-07,-0.04609278086904195,-0.05374235755503187,-0.06568965853881491,0.005652528446256852,-0.02024098558774178,0.00832305915254888,-0.005922695729227129,-0.00949275305673645,-0.0059999589488927895,-0.010526040514483631,0.0014438786702650665,-0.00574905224403562,-0.015687791983365163
2022-04-11,-0.09599437810117079,-0.08121910882183872,-0.17887279634475464,0.005415035915973611,-0.014265310994393118,0.009857086793003754,-0.020636633851668692,-0.012966160933067258,-0.009888430113076873,-0.017678364522692735,-0.0009620437142491482,8.240884968898505e-05,-0.026841399729455442
2022-04-13,0.040775409297251444,0.0450258271882781,0.055439591438549124,0.018699727483298515,0.01681787718559798,0.040870027578884006,0.006256646181931815,0.013585501098626558,0.0070181381170079495,0.0058417522727814385,0.0030039505324752137,-0.0019786046646303643,0.0006493496113408993
2022-04-18,-0.008306021484673201,-0.01966968578232025,-0.02745304444968263,0.0009586642185101497,0.018731522546635227,0.004601194169621631,-0.009880222827507919,-0.00832880756297586,-0.011951014904012553,-0.019374262739742756,-0.0018012045866514098,-0.00041285622859415247,-0.025230648921222388
2022-04-20,0.013337426493024628,0.006564979716936729,0.03215669804790261,-0.015552242217740292,-0.03102257399723486,-0.03384874533173425,0.002878436402943537,0.002244487647077832,0.0011627798952492583,0.0023552117074622765,-0.0016845809018398578,0.0023914608932245536,0.012407066641080624
2022-04-22,-0.040295524960238346,-0.0373758465090672,-0.047410471311784656,-0.010970186270806242,-0.014514967393946117,-0.04091270525001805,-0.019783729250475286,-0.012911359944741385,-0.00504842326689638,-0.01183231669726633,-0.0019289388526489203,0.0,-0.013739404585934097
2022-04-26,-0.04169382782337473,-0.05424288861815164,-0.04919571606054445,-0.015447533663538975,-0.031590307237854276,-0.02991918205252301,0.004766820664719796,0.002519894064685399,0.013054302158130226,0.010524593821772357,0.003372817522913978,0.0013990476904635275,0.019967457590598127
2022-04-28,0.042536641716044876,0.04478980865523247,0.024784544178531688,-0.006701733915944501,-0.0059864018837630616,-0.017698823333888412,-0.000864669923845992,0.0006292358580672451,-0.0070375119932216046,-0.006652833266648319,-0.0012035530931576474,0.0040220331232287175,-0.01142000946278191
2022-05-02,-0.031789390412529636,-0.02745277530671943,-0.11429662062006139,-0.014344947940341995,-0.03645576116244488,-0.025618245971618516,-0.02262292782789931,-0.01233871237015502,-0.012813383189609671,-0.017073455408118936,-0.0020001249753251495,-0.022914719603578413,-0.030543668882032575
2022-05-04,0.02989043569209149,0.02871310841129299,0.05756821800533469,0.0027890766330335662,0.01700878779819631,-0.008105915017096661,0.021213125955758118,0.015349220115577416,0.007623970915342789,0.016165012642822014,0.0021702430525816553,0.011422123609464438,0.012214027460052176
