Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WMT
2023-11-07,179.8819580078125,252.87435913085938,149.227294921875,191.41000366210938,227.2403564453125,209.29698181152344,49.894554138183594,130.93948364257812,82.64378356933594,42.215126037597656,307.43798828125,278.85137939453125,167.53871154785156,138.4495849609375,38.25762176513672,137.11709594726562,53.469539642333984,254.80755615234375,72.73592376708984,96.86734771728516,354.51397705078125,104.69551086425781,26.650957107543945,142.14080810546875,78.71485137939453,163.37696838378906,515.0547485351562,240.68771362304688,30.98670196533203,53.84536361694336
2023-11-08,180.94056701660156,254.87974548339844,149.25656127929688,191.8300018310547,227.14361572265625,208.93142700195312,49.7724723815918,129.1169891357422,82.55586242675781,42.015052795410156,308.016845703125,279.93927001953125,165.75210571289062,137.70535278320312,37.418853759765625,137.7931365966797,53.385379791259766,253.68849182128906,72.08782958984375,97.23989868164062,357.13946533203125,104.72422790527344,26.284242630004883,141.59335327148438,79.21949005126953,162.00259399414062,514.0011596679688,240.35267639160156,30.84012794494629,53.40653610229492
2023-11-09,180.46568298339844,246.29852294921875,148.6322479248047,193.3300018310547,226.49554443359375,207.4889373779297,48.8333740234375,128.69989013671875,88.26148986816406,42.0672492980957,304.4295349121094,272.32403564453125,165.87852478027344,137.94056701660156,37.30044174194336,137.38368225097656,52.9832878112793,253.13836669921875,71.60369873046875,95.35844421386719,354.6713562011719,102.43616485595703,25.653278350830078,141.91429138183594,78.486328125,162.03143310546875,516.1751098632812,238.11575317382812,30.710796356201172,53.28301239013672
2023-11-10,184.6561279296875,249.3299102783203,150.5929718017578,196.64999389648438,231.84474182128906,211.0655059814453,49.38744354248047,129.61566162109375,86.2391128540039,43.04151153564453,308.9184265136719,275.8431396484375,168.6148681640625,140.19851684570312,38.346431732177734,139.42127990722656,53.039390563964844,253.9729766845703,72.4704360961914,94.43634033203125,363.50146484375,101.58413696289062,25.48041343688965,142.9148406982422,78.28636932373047,163.34814453125,518.2916259765625,241.673095703125,30.788402557373047,54.02089309692383
2023-11-13,183.0710906982422,248.75161743164062,150.55392456054688,204.5399932861328,233.7696990966797,212.69570922851562,49.04936599731445,130.56771850585938,87.38219451904297,42.83274459838867,310.2470703125,272.5132141113281,168.4342498779297,139.33297729492188,37.72475814819336,138.80238342285156,53.23576354980469,255.31021118164062,72.3767318725586,95.4422836303711,360.56134033203125,99.75558471679688,25.048250198364258,143.9059295654297,78.10546875,164.34767150878906,519.5939331054688,241.10157775878906,30.88323211669922,54.50522232055664
2023-11-14,185.68637084960938,251.85765075683594,153.06089782714844,207.47000122070312,239.75733947753906,218.5248565673828,49.932125091552734,131.51979064941406,88.97470092773438,44.40721130371094,321.45513916015625,287.2329406738281,171.8027801513672,141.5062255859375,38.88916778564453,141.3350830078125,53.39473342895508,257.4820251464844,74.15706634521484,95.16284942626953,364.0914001464844,101.23948669433594,25.29026222229004,143.58499145507812,76.82958984375,162.13714599609375,517.5733032226562,243.3384552001953,30.934968948364258,54.49547576904297
2023-11-15,186.25103759765625,254.6651611328125,155.51907348632812,208.7100067138672,242.88172912597656,216.78599548339844,50.03542709350586,131.9822235107422,91.76889038085938,44.82475662231445,320.3921813964844,291.54669189453125,171.17965698242188,143.5477294921875,40.073307037353516,142.57286071777344,53.49759292602539,256.4388122558594,75.60163116455078,94.39909362792969,364.2392272949219,103.22119140625,26.094087600708008,142.9242706298828,76.77244567871094,162.94447326660156,515.610107421875,244.49139404296875,31.038427352905273,55.187843322753906
2023-11-16,187.93516540527344,252.87904357910156,155.14842224121094,206.60000610351562,240.09591674804688,218.79161071777344,45.114524841308594,129.8931884765625,92.33555603027344,44.746463775634766,319.50958251953125,289.89117431640625,172.22720336914062,143.9993438720703,42.7770881652832,144.20098876953125,53.44148635864258,261.8731689453125,75.91095733642578,94.99520111083984,370.64373779296875,103.02014923095703,25.731067657470703,144.25514221191406,76.95469665527344,165.01083374023438,516.9605102539062,244.94468688964844,31.19361686706543,50.721580505371094
2023-11-17,187.91531372070312,249.4853973388672,158.57228088378906,208.0399932861328,244.7970428466797,218.56439208984375,44.8515739440918,132.3578643798828,91.98383331298828,44.97264099121094,321.9010925292969,290.6763610839844,172.67874145507812,143.8394012451172,43.23101806640625,145.5054473876953,53.544349670410156,261.5222473144531,75.61750030517578,94.77165222167969,364.4166259765625,101.4405288696289,25.8607177734375,142.59393310546875,76.42713165283203,165.1357879638672,513.5798950195312,245.92022705078125,31.23672866821289,50.497291564941406
2023-11-20,189.6588592529297,249.44781494140625,159.8306427001953,217.7100067138672,242.26268005371094,222.42745971679688,45.33052062988281,132.2845458984375,92.84358978271484,44.955238342285156,322.14788818359375,291.54669189453125,173.21157836914062,145.21298217773438,44.14872741699219,145.9529266357422,53.67526626586914,264.6329650878906,75.33197784423828,95.63787841796875,371.8951110839844,101.78517150878906,25.912578582763672,141.83877563476562,75.9379653930664,165.40489196777344,512.4402465820312,246.3242645263672,31.66781997680664,50.481040954589844
2023-11-21,188.85646057128906,247.06939697265625,158.30889892578125,218.27000427246094,241.25669860839844,221.62718200683594,44.889137268066406,131.9730224609375,92.27693939208984,44.99873352050781,317.8962097167969,288.85052490234375,172.7058563232422,144.79905700683594,43.063262939453125,145.6482696533203,54.264381408691406,265.99871826171875,74.54676818847656,95.20011138916016,367.58929443359375,102.00537109375,26.18916130065918,141.21580505371094,74.95960235595703,168.24972534179688,516.7401733398438,248.55130004882812,32.116146087646484,50.66307830810547
2023-11-22,189.5201873779297,248.73336791992188,159.77210998535156,219.91000366210938,237.96780395507812,221.15292358398438,45.15209197998047,132.2387237548828,92.8826675415039,44.7116813659668,321.3791809082031,292.50213623046875,173.6721649169922,145.9468231201172,43.09286117553711,145.9910125732422,54.62907791137695,267.3833923339844,75.64128875732422,94.70646667480469,372.2991027832031,103.31693267822266,26.206451416015625,142.54669189453125,76.5614242553711,169.2300567626953,520.7334594726562,250.01956176757812,32.202369689941406,50.276248931884766
2023-11-24,188.1927032470703,249.55117797851562,160.38665771484375,220.0,239.27371215820312,221.68646240234375,45.41503143310547,132.76097106933594,93.84989166259766,44.9465446472168,321.8631896972656,293.9211730957031,174.66555786132812,145.99383544921875,43.3790283203125,146.19094848632812,54.76934051513672,267.9619140625,76.10131072998047,94.88343811035156,371.88525390625,103.04888153076172,26.362028121948242,142.88650512695312,76.71489715576172,170.6332550048828,523.9320068359375,250.5911102294922,32.25410079956055,50.72807693481445
2023-11-27,188.014404296875,248.43247985839844,160.0159912109375,219.3000030517578,239.30271911621094,222.09152221679688,45.01122283935547,132.2662353515625,92.9803695678711,44.468101501464844,320.49652099609375,294.1292419433594,174.2681884765625,146.36074829101562,43.4974479675293,145.85772705078125,54.666481018066406,267.2980651855469,76.98961639404297,94.4736099243164,373.0478820800781,103.355224609375,26.050870895385742,142.75433349609375,76.22571563720703,171.66163635253906,520.57080078125,250.43344116210938,32.202369689941406,50.9588737487793
