Date,BTC-USD,ETH-USD,SOL-USD
2022-01-01,47686.8125,3769.697021484375,178.5179443359375
2022-01-02,47345.21875,3829.56494140625,176.38284301757812
2022-01-03,46458.1171875,3761.38037109375,170.29774475097656
2022-01-04,45897.57421875,3794.056640625,167.93890380859375
2022-01-05,43569.00390625,3550.386962890625,155.0997314453125
2022-01-06,43160.9296875,3418.408203125,150.4313507080078
2022-01-07,41557.90234375,3193.21044921875,136.40281677246094
2022-01-08,41733.94140625,3091.97265625,142.51345825195312
2022-01-09,41911.6015625,3157.75146484375,140.83900451660156
2022-01-10,41821.26171875,3083.097900390625,135.95494079589844
2022-01-11,42735.85546875,3238.111572265625,140.18385314941406
2022-01-12,43949.1015625,3372.25830078125,151.70310974121094
2022-01-13,42591.5703125,3248.28857421875,146.01004028320312
2022-01-14,43099.69921875,3310.00146484375,146.15902709960938
2022-01-15,43177.3984375,3330.53076171875,147.80117797851562
2022-01-16,43113.87890625,3350.921875,147.8565216064453
2022-01-17,42250.55078125,3212.304931640625,139.92601013183594
2022-01-18,42375.6328125,3164.025146484375,141.58718872070312
2022-01-19,41744.328125,3095.825927734375,135.79238891601562
2022-01-20,40680.41796875,3001.1201171875,127.20528411865234
2022-01-21,36457.31640625,2557.931640625,111.96605682373047
2022-01-22,35030.25,2405.18115234375,94.1783676147461
2022-01-23,36276.8046875,2535.0390625,99.5782241821289
2022-01-24,36654.328125,2440.352294921875,91.65016174316406
2022-01-25,36954.00390625,2455.93505859375,94.72035217285156
2022-01-26,36852.12109375,2468.0302734375,92.23804473876953
2022-01-27,37138.234375,2423.001220703125,89.63249206542969
2022-01-28,37784.33203125,2547.092041015625,91.31289672851562
2022-01-29,38138.1796875,2597.084716796875,96.2234878540039
2022-01-30,37917.6015625,2603.466552734375,93.29767608642578
2022-01-31,38483.125,2688.27880859375,99.73883819580078
2022-02-01,38743.2734375,2792.1171875,109.9789810180664
2022-02-02,36952.984375,2682.85400390625,101.83760070800781
2022-02-03,37154.6015625,2679.16259765625,101.45903778076172
2022-02-04,41500.875,2983.5869140625,112.17424774169922
2022-02-05,41441.1640625,3014.648193359375,113.89430236816406
2022-02-06,42412.43359375,3057.47607421875,115.29975891113281
2022-02-07,43840.28515625,3142.470703125,117.35514831542969
2022-02-08,44118.4453125,3122.608642578125,113.5954818725586
2022-02-09,44338.796875,3239.45703125,114.01937866210938
2022-02-10,43565.11328125,3077.482177734375,106.20280456542969
2022-02-11,42407.9375,2927.383544921875,96.38188171386719
2022-02-12,42244.46875,2917.36279296875,95.91820526123047
2022-02-13,42197.515625,2883.46337890625,93.24410247802734
2022-02-14,42586.91796875,2933.47900390625,96.43327331542969
2022-02-15,44575.203125,3179.877197265625,104.87330627441406
2022-02-16,43961.859375,3127.830078125,101.93289947509766
2022-02-17,40538.01171875,2881.48193359375,93.4104232788086
2022-02-18,40030.9765625,2785.7275390625,90.06546020507812
2022-02-19,40122.15625,2763.701171875,91.49665069580078
2022-02-20,38431.37890625,2628.6484375,90.90141296386719
2022-02-21,37075.28125,2573.816162109375,83.12316131591797
2022-02-22,38286.02734375,2639.29931640625,86.46538543701172
2022-02-23,37296.5703125,2590.359619140625,84.90278625488281
2022-02-24,38332.609375,2598.067138671875,89.19474792480469
2022-02-25,39214.21875,2764.53564453125,92.59882354736328
2022-02-26,39105.1484375,2781.11181640625,90.14156341552734
2022-02-27,37709.78515625,2621.8017578125,85.51905059814453
2022-02-28,43193.234375,2919.201171875,99.52034759521484
2022-03-01,44354.63671875,2972.485107421875,98.65355682373047
2022-03-02,43924.1171875,2950.118408203125,100.6496353149414
2022-03-03,42451.7890625,2834.468994140625,95.53919982910156
2022-03-04,39137.60546875,2617.156005859375,88.24597930908203
2022-03-05,39400.5859375,2664.8310546875,89.64784240722656
2022-03-06,38419.984375,2555.037353515625,84.54218292236328
2022-03-07,38062.0390625,2497.771240234375,82.13006591796875
2022-03-08,38737.26953125,2576.74755859375,82.2547607421875
2022-03-09,41982.92578125,2729.783447265625,88.20206451416016
2022-03-10,39437.4609375,2608.048583984375,82.9390869140625
2022-03-11,38794.97265625,2559.56298828125,80.7449951171875
2022-03-12,38904.01171875,2574.754150390625,81.55381774902344
2022-03-13,37849.6640625,2518.944580078125,78.93607330322266
2022-03-14,39666.75390625,2590.696044921875,81.17333984375
2022-03-15,39338.78515625,2620.149658203125,82.95508575439453
2022-03-16,41143.9296875,2772.0556640625,87.90362548828125
2022-03-17,40951.37890625,2814.8544921875,87.87684631347656
2022-03-18,41801.15625,2945.343017578125,89.82203674316406
2022-03-19,42190.65234375,2946.257080078125,92.41815185546875
2022-03-20,41247.82421875,2860.459228515625,88.61486053466797
2022-03-21,41077.99609375,2897.9765625,88.7572021484375
2022-03-22,42358.80859375,2973.131103515625,90.51296997070312
2022-03-23,42892.95703125,3031.067138671875,95.1026840209961
2022-03-24,43960.93359375,3108.06201171875,102.22369384765625
2022-03-25,44348.73046875,3106.67138671875,98.6581039428711
2022-03-26,44500.828125,3143.178955078125,101.7641830444336
2022-03-27,46820.4921875,3291.57763671875,107.08422088623047
2022-03-28,47128.00390625,3336.634521484375,106.46525573730469
2022-03-29,47465.73046875,3401.98779296875,111.71031188964844
2022-03-30,47062.6640625,3385.157958984375,120.6994857788086
2022-03-31,45538.67578125,3281.642822265625,122.66146087646484
2022-04-01,46281.64453125,3449.55224609375,134.43093872070312
2022-04-02,45868.94921875,3445.059326171875,132.19886779785156
2022-04-03,46453.56640625,3522.83349609375,136.77532958984375
2022-04-04,46622.67578125,3521.2412109375,132.41262817382812
2022-04-05,45555.9921875,3411.79248046875,126.86223602294922
2022-04-06,43206.73828125,3171.69189453125,112.88338470458984
2022-04-07,43503.84765625,3233.274658203125,118.79651641845703
2022-04-08,42287.6640625,3192.073974609375,109.8008804321289
2022-04-09,42782.13671875,3261.916259765625,112.97279357910156
2022-04-10,42207.671875,3211.866943359375,111.74243927001953
2022-04-11,39521.90234375,2981.05224609375,99.33910369873047
2022-04-12,40127.18359375,3030.37646484375,103.30638885498047
2022-04-13,41166.73046875,3118.34423828125,105.00194549560547
2022-04-14,39935.515625,3019.909423828125,100.70780181884766
2022-04-15,40553.46484375,3040.91650390625,101.30977630615234
2022-04-16,40424.484375,3062.310302734375,102.25731658935547
2022-04-17,39716.953125,2993.4033203125,100.40969848632812
2022-04-18,40826.21484375,3057.606689453125,102.15853118896484
2022-04-19,41502.75,3104.1064453125,108.58203125
2022-04-20,41374.37890625,3077.745849609375,105.49700164794922
2022-04-21,40527.36328125,2987.480712890625,101.77613830566406
2022-04-22,39740.3203125,2964.835693359375,100.61205291748047
2022-04-23,39486.73046875,2938.114013671875,100.74443817138672
2022-04-24,39469.29296875,2922.732666015625,99.23579406738281
2022-04-25,40458.30859375,3009.3935546875,101.24763488769531
2022-04-26,38117.4609375,2808.29833984375,95.78215026855469
2022-04-27,39241.12109375,2888.9296875,98.37886810302734
2022-04-28,39773.828125,2936.94091796875,98.18572998046875
2022-04-29,38609.82421875,2815.601806640625,94.01134490966797
2022-04-30,37714.875,2730.186767578125,85.09593200683594
2022-05-01,38469.09375,2827.756103515625,89.6715087890625
2022-05-02,38529.328125,2857.410400390625,87.58101654052734
2022-05-03,37750.453125,2783.476318359375,85.84237670898438
2022-05-04,39698.37109375,2940.644775390625,92.7708511352539
2022-05-05,36575.140625,2749.213134765625,84.59602355957031
2022-05-06,36040.921875,2694.979736328125,81.76410675048828
2022-05-07,35501.953125,2636.093017578125,78.9834213256836
2022-05-08,34059.265625,2517.4599609375,75.22018432617188
2022-05-09,30296.953125,2245.430419921875,63.2696533203125
2022-05-10,31022.90625,2343.510986328125,66.76615142822266
2022-05-11,28936.35546875,2072.108642578125,50.21084976196289
2022-05-12,29047.751953125,1961.7015380859375,44.683589935302734
2022-05-13,29283.103515625,2014.418212890625,48.59355163574219
2022-05-14,30101.265625,2056.27392578125,52.4172248840332
2022-05-15,31305.11328125,2145.706787109375,58.81126022338867
2022-05-16,29862.91796875,2022.7259521484375,53.646461486816406
2022-05-17,30425.857421875,2090.4091796875,57.12562561035156
2022-05-18,28720.271484375,1916.6561279296875,49.75621032714844
2022-05-19,30314.333984375,2018.336181640625,52.2139778137207
2022-05-20,29200.740234375,1961.315673828125,49.538509368896484
2022-05-21,29432.2265625,1974.518310546875,50.3179817199707
2022-05-22,30323.72265625,2043.170166015625,52.75518035888672
2022-05-23,29098.91015625,1972.181884765625,49.05685043334961
2022-05-24,29655.5859375,1978.9827880859375,49.65333557128906
2022-05-25,29562.361328125,1944.827880859375,47.982425689697266
2022-05-26,29267.224609375,1803.913330078125,43.4912109375
2022-05-27,28627.57421875,1724.9228515625,40.981346130371094
2022-05-28,28814.900390625,1757.9417724609375,44.343162536621094
2022-05-29,29445.95703125,1812.031005859375,44.90961456298828
2022-05-30,31726.390625,1996.4412841796875,47.179443359375
2022-05-31,31792.310546875,1942.3280029296875,45.76784133911133
2022-06-01,29799.080078125,1823.5693359375,40.26966857910156
2022-06-02,30467.48828125,1834.1505126953125,40.8913459777832
2022-06-03,29704.390625,1775.07861328125,38.259220123291016
2022-06-04,29832.9140625,1801.6094970703125,38.93144607543945
2022-06-05,29906.662109375,1805.2049560546875,38.480533599853516
2022-06-06,31370.671875,1859.2896728515625,42.43313217163086
2022-06-07,31155.478515625,1814.04833984375,39.43757247924805
2022-06-08,30214.35546875,1793.572265625,38.84336853027344
2022-06-09,30111.998046875,1789.8260498046875,39.97260665893555
2022-06-10,29083.8046875,1665.042236328125,37.08976745605469
2022-06-11,28360.810546875,1529.6634521484375,33.82111740112305
2022-06-12,26762.6484375,1445.216552734375,30.743270874023438
2022-06-13,22487.388671875,1204.582763671875,28.19236183166504
2022-06-14,22206.79296875,1211.662841796875,29.714618682861328
2022-06-15,22572.83984375,1233.2064208984375,34.48794174194336
2022-06-16,20381.650390625,1067.730712890625,29.989742279052734
2022-06-17,20471.482421875,1086.519287109375,30.742919921875
2022-06-18,19017.642578125,993.6367797851562,31.80793571472168
2022-06-19,20553.271484375,1127.656494140625,34.24374771118164
2022-06-20,20599.537109375,1127.6424560546875,35.4171142578125
2022-06-21,20710.59765625,1124.8245849609375,36.121158599853516
2022-06-22,19987.029296875,1051.421875,34.12163543701172
2022-06-23,21085.876953125,1143.38671875,38.17523193359375
2022-06-24,21231.65625,1226.8447265625,42.2120475769043
2022-06-25,21502.337890625,1243.4468994140625,42.33281326293945
2022-06-26,21027.294921875,1199.8316650390625,39.40808868408203
2022-06-27,20735.478515625,1193.6806640625,38.45125198364258
2022-06-28,20280.634765625,1144.5792236328125,35.326438903808594
2022-06-29,20104.0234375,1098.94384765625,33.8739013671875
2022-06-30,19784.7265625,1067.298828125,33.588417053222656
2022-07-01,19269.3671875,1059.767333984375,32.803070068359375
2022-07-02,19242.255859375,1066.5128173828125,33.35940933227539
2022-07-03,19297.076171875,1073.7669677734375,33.38593292236328
2022-07-04,20231.26171875,1151.05908203125,36.785030364990234
2022-07-05,20190.115234375,1134.541015625,35.39555358886719
2022-07-06,20548.24609375,1186.9739990234375,37.07356262207031
2022-07-07,21637.587890625,1237.5933837890625,38.518306732177734
2022-07-08,21731.1171875,1222.5062255859375,38.286720275878906
2022-07-09,21592.20703125,1216.978271484375,38.07196044921875
2022-07-10,20860.44921875,1168.401611328125,36.697608947753906
2022-07-11,19970.556640625,1097.236572265625,33.463600158691406
2022-07-12,19323.9140625,1038.191650390625,32.75759506225586
2022-07-13,20212.07421875,1113.587158203125,34.91093826293945
